('1249', 'citrus fruit')
('2900', 'sugar')
('2900', 'shopping bags')
('3313', 'white bread')
('4018', 'soda')
('4451', 'cream cheese ')
('4629', 'sugar')
('1201', 'misc. beverages')
('1244', 'candy')
('1244', 'soda')
('1395', 'sausage')
('1649', 'yogurt')
('1649', 'newspapers')
('1792', 'frozen vegetables')
('1792', 'chocolate marshmallow')
('1863', 'UHT-milk')
('2048', 'whole milk')
('2254', 'butter')
('2254', 'whole milk')
('2256', 'pastry')
('2925', 'citrus fruit')
('2925', 'flour')
('3370', 'hygiene articles')
('3817', 'newspapers')
('3817', 'frozen meals')
('4410', 'newspapers')
('4617', 'brandy')
('4761', 'pip fruit')
('4761', 'white bread')
('4761', 'baking powder')
('4947', 'rolls/buns')
('4947', 'rum')
('1190', 'other vegetables')
('1190', 'meat spreads')
('1244', 'rolls/buns')
('1244', 'shopping bags')
('2288', 'herbs')
('2288', 'brown bread')
('2755', 'soda')
('3560', 'whole milk')
('3752', 'dish cleaner')
('3800', 'newspapers')
('4006', 'pet care')
('4124', 'semi-finished bread')
('4124', 'cereals')
('4492', 'butter milk')
('4793', 'ice cream')
('1612', 'canned vegetables')
('1654', 'pip fruit')
('1774', 'yogurt')
('1774', 'white bread')
('1774', 'salty snack')
('1778', 'tropical fruit')
('1778', 'photo/film')
('2342', 'long life bakery product')
('2496', 'zwieback')
('2555', 'frankfurter')
('2845', 'sliced cheese')
('2966', 'pork')
('2966', 'long life bakery product')
('2977', 'processed cheese')
('3005', 'brown bread')
('3005', 'margarine')
('3279', 'waffles')
('3474', 'newspapers')
('4046', 'citrus fruit')
('4351', 'waffles')
('4666', 'bottled beer')
('4730', 'sliced cheese')
('4804', 'butter milk')
('1333', 'whole milk')
('1333', 'other vegetables')
('1343', 'fruit/vegetable juice')
('1343', 'white bread')
('1540', 'yogurt')
('1540', 'pastry')
('1583', 'dessert')
('1583', 'bottled water')
('1827', 'pip fruit')
('2236', 'citrus fruit')
('2236', 'rolls/buns')
('2357', 'curd')
('2518', 'whole milk')
('2561', 'domestic eggs')
('2726', 'shopping bags')
('2980', 'whole milk')
('2980', 'shopping bags')
('3418', 'beverages')
('3418', 'domestic eggs')
('3517', 'specialty bar')
('3996', 'beef')
('3996', 'tropical fruit')
('4062', 'yogurt')
('4226', 'dessert')
('1434', 'chicken')
('1434', 'condensed milk')
('1592', 'other vegetables')
('1592', 'rolls/buns')
('1824', 'newspapers')
('1914', 'dessert')
('2065', 'waffles')
('2390', 'rolls/buns')
('3102', 'shopping bags')
('3538', 'pet care')
('3657', 'whole milk')
('3762', 'photo/film')
('3776', 'chicken')
('3776', 'frozen meals')
('4303', 'root vegetables')
('4303', 'specialty bar')
('4628', 'butter milk')
('4689', 'soda')
('4933', 'UHT-milk')
('1225', 'butter milk')
('1376', 'pip fruit')
('1376', 'chocolate marshmallow')
('1578', 'frozen vegetables')
('1578', 'newspapers')
('1808', 'whole milk')
('2033', 'processed cheese')
('2033', 'hamburger meat')
('2033', 'whole milk')
('2276', 'yogurt')
('2365', 'misc. beverages')
('2450', 'meat')
('3346', 'margarine')
('3582', 'berries')
('3582', 'napkins')
('4266', 'soda')
('4493', 'waffles')
('4508', 'tropical fruit')
('4751', 'rolls/buns')
('1486', 'soft cheese')
('1486', 'oil')
('1574', 'other vegetables')
('2003', 'liquor')
('2345', 'other vegetables')
('2345', 'rolls/buns')
('2584', 'bottled water')
('2726', 'canned beer')
('2955', 'root vegetables')
('3390', 'cat food')
('3411', 'margarine')
('3505', 'coffee')
('3901', 'coffee')
('4494', 'fruit/vegetable juice')
('4532', 'other vegetables')
('4786', 'dish cleaner')
('4797', 'napkins')
('4828', 'salty snack')
('1045', 'root vegetables')
('1045', 'butter')
('1204', 'chocolate')
('1430', 'soda')
('1430', 'canned beer')
('1623', 'soda')
('1655', 'rolls/buns')
('1702', 'pip fruit')
('2618', 'long life bakery product')
('2618', 'salty snack')
('2619', 'condensed milk')
('2864', 'popcorn')
('2952', 'hamburger meat')
('2952', 'whipped/sour cream')
('3430', 'pot plants')
('3430', 'vinegar')
('3649', 'ice cream')
('3739', 'salty snack')
('3832', 'whole milk')
('3832', 'shopping bags')
('3832', 'specialty bar')
('3924', 'hamburger meat')
('4165', 'condensed milk')
('4665', 'soda')
('4665', 'rolls/buns')
('4803', 'root vegetables')
('4854', 'tropical fruit')
('4854', 'candy')
('4854', 'sugar')
('1427', 'canned fish')
('1574', 'frozen fish')
('1574', 'bottled beer')
('2196', 'yogurt')
('3383', 'soda')
('3383', 'misc. beverages')
('3649', 'beef')
('3761', 'grapes')
('3861', 'whipped/sour cream')
('3861', 'sweet spreads')
('4370', 'other vegetables')
('4603', 'brown bread')
('4603', 'cat food')
('4722', 'hamburger meat')
('1237', 'citrus fruit')
('1419', 'butter')
('1432', 'frozen vegetables')
('1850', 'condensed milk')
('1991', 'tropical fruit')
('2406', 'salt')
('2701', 'red/blush wine')
('2701', 'butter')
('2701', 'soda')
('2863', 'frankfurter')
('3058', 'rolls/buns')
('3116', 'curd')
('3259', 'other vegetables')
('3259', 'shopping bags')
('3544', 'frozen dessert')
('3544', 'flower (seeds)')
('3817', 'yogurt')
('4398', 'specialty chocolate')
('4398', 'long life bakery product')
('4427', 'frankfurter')
('4468', 'onions')
('4468', 'sliced cheese')
('4510', 'hard cheese')
('4985', 'shopping bags')
('1468', 'zwieback')
('1643', 'whole milk')
('1643', 'soda')
('1686', 'candles')
('1712', 'cream cheese ')
('1818', 'butter milk')
('1818', 'frozen vegetables')
('1890', 'flour')
('1979', 'brown bread')
('2186', 'tropical fruit')
('2186', 'soda')
('2186', 'whipped/sour cream')
('2193', 'dessert')
('2298', 'roll products ')
('2396', 'frankfurter')
('2396', 'dessert')
('2685', 'butter')
('2685', 'soda')
('3075', 'organic products')
('3075', 'root vegetables')
('3105', 'butter')
('3105', 'whipped/sour cream')
('3308', 'frozen dessert')
('3308', 'chewing gum')
('3320', 'brandy')
('3360', 'candles')
('3593', 'yogurt')
('3666', 'yogurt')
('3935', 'yogurt')
('3992', 'specialty bar')
('4048', 'rolls/buns')
('4705', 'pot plants')
('4727', 'other vegetables')
('4727', 'rolls/buns')
('4879', 'root vegetables')
('4901', 'snack products')
('1197', 'beef')
('1197', 'whipped/sour cream')
('1234', 'curd')
('1457', 'root vegetables')
('2517', 'citrus fruit')
('3282', 'other vegetables')
('3333', 'yogurt')
('3520', 'sliced cheese')
('3520', 'pudding powder')
('3624', 'root vegetables')
('3646', 'dessert')
('3646', 'coffee')
('3709', 'cat food')
('3856', 'other vegetables')
('3856', 'cereals')
('4144', 'berries')
('4144', 'waffles')
('4149', 'pip fruit')
('4149', 'dessert')
('4531', 'beverages')
('1066', 'oil')
('1427', 'sliced cheese')
('1528', 'whole milk')
('1528', 'cream cheese ')
('1538', 'sausage')
('1538', 'dessert')
('1765', 'meat')
('1765', 'baking powder')
('1786', 'yogurt')
('1786', 'frozen vegetables')
('1828', 'canned beer')
('1908', 'mustard')
('2296', 'domestic eggs')
('3116', 'misc. beverages')
('3185', 'oil')
('3185', 'yogurt')
('3900', 'shopping bags')
('4028', 'coffee')
('4480', 'misc. beverages')
('4480', 'chocolate')
('4622', 'chicken')
('4624', 'tropical fruit')
('4624', 'margarine')
('1146', 'shopping bags')
('1245', 'onions')
('1245', 'soft cheese')
('1262', 'frozen meals')
('1270', 'cake bar')
('1270', 'flower soil/fertilizer')
('1468', 'yogurt')
('1468', 'bottled water')
('1722', 'soda')
('1741', 'liver loaf')
('1752', 'canned beer')
('1752', 'other vegetables')
('2511', 'shopping bags')
('2550', 'tropical fruit')
('2550', 'canned beer')
('2600', 'whole milk')
('2789', 'white bread')
('2971', 'rolls/buns')
('2994', 'whole milk')
('3059', 'misc. beverages')
('3133', 'butter milk')
('3502', 'whole milk')
('3502', 'cream cheese ')
('3633', 'shopping bags')
('3785', 'other vegetables')
('3785', 'photo/film')
('3933', 'shopping bags')
('4268', 'cream cheese ')
('4268', 'margarine')
('4353', 'coffee')
('4650', 'shopping bags')
('4922', 'margarine')
('4922', 'whole milk')
('1020', 'canned beer')
('1020', 'shopping bags')
('1205', 'white bread')
('1205', 'bottled water')
('1456', 'packaged fruit/vegetables')
('2072', 'yogurt')
('2916', 'cleaner')
('2999', 'white bread')
('3604', 'pip fruit')
('3609', 'soda')
('3869', 'white bread')
('3869', 'male cosmetics')
('4380', 'liquor')
('4380', 'red/blush wine')
('4459', 'other vegetables')
('4512', 'hygiene articles')
('4557', 'yogurt')
('4773', 'root vegetables')
('4773', 'frozen potato products')
('1353', 'rolls/buns')
('1392', 'other vegetables')
('1392', 'curd')
('1890', 'roll products ')
('1897', 'brown bread')
('2215', 'hamburger meat')
('2341', 'Instant food products')
('2426', 'root vegetables')
('2541', 'mayonnaise')
('3308', 'napkins')
('3486', 'soap')
('3486', 'candy')
('3631', 'root vegetables')
('3863', 'red/blush wine')
('4098', 'tropical fruit')
('4098', 'whole milk')
('4098', 'soda')
('4137', 'curd')
('4201', 'curd')
('4418', 'whole milk')
('1097', 'whipped/sour cream')
('1097', 'curd')
('1596', 'UHT-milk')
('1596', 'margarine')
('1597', 'UHT-milk')
('1597', 'whole milk')
('1607', 'margarine')
('1607', 'shopping bags')
('1607', 'rolls/buns')
('1829', 'beverages')
('1829', 'mustard')
('1982', 'liqueur')
('1982', 'chocolate')
('1993', 'rolls/buns')
('3546', 'frozen dessert')
('3695', 'citrus fruit')
('3695', 'rolls/buns')
('3830', 'ice cream')
('4065', 'semi-finished bread')
('4116', 'yogurt')
('4116', 'newspapers')
('4183', 'salt')
('4336', 'newspapers')
('4556', 'whipped/sour cream')
('4580', 'soft cheese')
('4580', 'coffee')
('4782', 'whole milk')
('4862', 'beef')
('1013', 'root vegetables')
('1013', 'mayonnaise')
('1312', 'long life bakery product')
('1312', 'waffles')
('1312', 'soft cheese')
('2017', 'tropical fruit')
('2069', 'canned fish')
('2069', 'newspapers')
('2111', 'shopping bags')
('2702', 'bottled water')
('3072', 'hamburger meat')
('3232', 'whole milk')
('3232', 'whipped/sour cream')
('3287', 'herbs')
('3287', 'chocolate')
('3559', 'whole milk')
('3659', 'pork')
('4267', 'newspapers')
('4601', 'long life bakery product')
('4887', 'herbs')
('4887', 'chocolate')
('1151', 'curd')
('1753', 'rolls/buns')
('1921', 'salt')
('2131', 'bottled water')
('2412', 'napkins')
('2470', 'oil')
('2470', 'beverages')
('2470', 'bottled water')
('2515', 'bottled beer')
('2555', 'mustard')
('2579', 'cream cheese ')
('2643', 'spread cheese')
('2882', 'sliced cheese')
('2928', 'chocolate')
('3002', 'seasonal products')
('1211', 'specialty bar')
('1211', 'whole milk')
('1297', 'chicken')
('1297', 'napkins')
('1349', 'curd')
('1349', 'cat food')
('1361', 'onions')
('2306', 'white bread')
('2306', 'newspapers')
('2457', 'brown bread')
('2470', 'pork')
('2973', 'whole milk')
('3053', 'rolls/buns')
('3053', 'other vegetables')
('3059', 'shopping bags')
('3107', 'meat')
('3220', 'soda')
('3514', 'meat')
('3667', 'sausage')
('3667', 'bottled water')
('3962', 'white bread')
('4156', 'shopping bags')
('4645', 'other vegetables')
('4645', 'brown bread')
('4972', 'tropical fruit')
('4972', 'candy')
('4972', 'salt')
('4983', 'yogurt')
('4983', 'baking powder')
('4988', 'misc. beverages')
('1114', 'citrus fruit')
('1296', 'bottled beer')
('1327', 'grapes')
('1913', 'rolls/buns')
('1913', 'UHT-milk')
('2055', 'sausage')
('2055', 'newspapers')
('2153', 'domestic eggs')
('2153', 'chewing gum')
('2625', 'specialty chocolate')
('2661', 'waffles')
('2870', 'tropical fruit')
('2870', 'whole milk')
('2913', 'house keeping products')
('3030', 'curd')
('3030', 'red/blush wine')
('3266', 'pork')
('3370', 'frozen vegetables')
('3821', 'tropical fruit')
('3821', 'whipped/sour cream')
('3918', 'specialty chocolate')
('4360', 'domestic eggs')
('4598', 'beverages')
('4650', 'curd')
('4650', 'soda')
('4712', 'other vegetables')
('4712', 'whipped/sour cream')
('1141', 'berries')
('1141', 'white bread')
('1169', 'bottled beer')
('1358', 'newspapers')
('1711', 'yogurt')
('1808', 'sugar')
('1808', 'citrus fruit')
('2173', 'other vegetables')
('2361', 'hard cheese')
('2802', 'frozen vegetables')
('2814', 'root vegetables')
('2814', 'rolls/buns')
('3094', 'domestic eggs')
('3094', 'waffles')
('3123', 'sliced cheese')
('3140', 'chicken')
('3299', 'tropical fruit')
('3299', 'sparkling wine')
('3299', 'cat food')
('3342', 'pork')
('3342', 'bottled water')
('3849', 'beverages')
('4137', 'soda')
('4296', 'sausage')
('1087', 'flower (seeds)')
('1799', 'condensed milk')
('1799', 'pastry')
('1841', 'soft cheese')
('1896', 'butter')
('2253', 'root vegetables')
('2504', 'curd')
('2540', 'canned beer')
('3099', 'citrus fruit')
('3099', 'cream cheese ')
('3204', 'cream cheese ')
('3204', 'frozen fish')
('3211', 'tropical fruit')
('3211', 'rolls/buns')
('3407', 'cling film/bags')
('3462', 'berries')
('3619', 'sugar')
('3734', 'salty snack')
('3881', 'frozen vegetables')
('3942', 'hamburger meat')
('3942', 'flour')
('3942', 'cling film/bags')
('4071', 'other vegetables')
('4154', 'beef')
('4154', 'pasta')
('4244', 'frozen fruits')
('4244', 'pot plants')
('4259', 'ice cream')
('4760', 'other vegetables')
('4760', 'dishes')
('4773', 'curd')
('4773', 'bottled beer')
('1047', 'pip fruit')
('1747', 'canned beer')
('1747', 'red/blush wine')
('2048', 'rolls/buns')
('2048', 'other vegetables')
('2092', 'bottled water')
('2143', 'yogurt')
('2143', 'frozen vegetables')
('2252', 'soda')
('2252', 'spices')
('2252', 'shopping bags')
('2298', 'citrus fruit')
('2958', 'chocolate')
('3556', 'butter milk')
('3562', 'butter')
('3713', 'citrus fruit')
('3713', 'whole milk')
('4294', 'flour')
('4531', 'chocolate marshmallow')
('4837', 'whole milk')
('4837', 'cat food')
('1069', 'salt')
('1100', 'whole milk')
('1767', 'bottled water')
('1773', 'bottled water')
('2184', 'onions')
('2270', 'tropical fruit')
('2520', 'other vegetables')
('2710', 'soda')
('2719', 'root vegetables')
('3550', 'ice cream')
('3559', 'cooking chocolate')
('3757', 'tropical fruit')
('3757', 'sugar')
('3961', 'tropical fruit')
('3961', 'soda')
('4008', 'canned fish')
('4015', 'hamburger meat')
('4051', 'bottled water')
('4051', 'waffles')
('4051', 'white bread')
('4058', 'specialty cheese')
('4178', 'white bread')
('4305', 'newspapers')
('4623', 'whole milk')
('4787', 'rolls/buns')
('4787', 'cling film/bags')
('4832', 'specialty bar')
('1286', 'chewing gum')
('1356', 'onions')
('1356', 'berries')
('1391', 'white wine')
('1591', 'white bread')
('1826', 'soda')
('1908', 'frozen vegetables')
('1908', 'soft cheese')
('2042', 'curd')
('2056', 'curd')
('2132', 'newspapers')
('2342', 'bottled water')
('2907', 'ham')
('2944', 'frozen vegetables')
('2944', 'newspapers')
('3100', 'canned beer')
('3100', 'root vegetables')
('3258', 'curd')
('3366', 'white wine')
('3366', 'white bread')
('3663', 'cream cheese ')
('3923', 'bottled water')
('3956', 'root vegetables')
('4271', 'shopping bags')
('4271', 'pasta')
('4526', 'cake bar')
('4555', 'chocolate')
('4555', 'brown bread')
('4604', 'soda')
('4772', 'tropical fruit')
('4772', 'soda')
('1492', 'frankfurter')
('1635', 'whole milk')
('1635', 'shopping bags')
('1653', 'canned fish')
('1869', 'oil')
('2070', 'pot plants')
('2070', 'frozen dessert')
('2564', 'curd')
('2564', 'butter')
('2686', 'pastry')
('2705', 'root vegetables')
('2705', 'sweet spreads')
('2813', 'other vegetables')
('2876', 'whole milk')
('2876', 'shopping bags')
('3496', 'long life bakery product')
('4499', 'canned vegetables')
('4690', 'salty snack')
('4690', 'condensed milk')
('1129', 'cream cheese ')
('1386', 'pork')
('2688', 'pastry')
('2957', 'bottled beer')
('3210', 'citrus fruit')
('3210', 'cling film/bags')
('3303', 'root vegetables')
('3303', 'margarine')
('3619', 'cat food')
('3771', 'dishes')
('3838', 'cooking chocolate')
('4003', 'shopping bags')
('4009', 'butter')
('4009', 'soda')
('4152', 'condensed milk')
('4972', 'citrus fruit')
('1294', 'whipped/sour cream')
('1353', 'whipped/sour cream')
('1480', 'pip fruit')
('1480', 'bottled water')
('1778', 'beef')
('1778', 'whole milk')
('2034', 'meat')
('2427', 'other vegetables')
('3024', 'UHT-milk')
('3024', 'roll products ')
('3024', 'salt')
('3745', 'specialty bar')
('3745', 'soda')
('4103', 'yogurt')
('1309', 'butter')
('1597', 'other vegetables')
('1610', 'pastry')
('1991', 'bottled beer')
('1991', 'soap')
('2017', 'root vegetables')
('2017', 'bottled beer')
('2290', 'fruit/vegetable juice')
('2533', 'yogurt')
('2533', 'bottled water')
('2645', 'hygiene articles')
('2645', 'pastry')
('3024', 'tropical fruit')
('3452', 'canned beer')
('3452', 'rolls/buns')
('3458', 'dessert')
('3475', 'other vegetables')
('3635', 'beef')
('3635', 'pasta')
('3650', 'bottled beer')
('3889', 'other vegetables')
('4013', 'canned vegetables')
('4113', 'curd')
('4387', 'coffee')
('4744', 'yogurt')
('4744', 'salty snack')
('4830', 'dish cleaner')
('4852', 'chewing gum')
('4854', 'root vegetables')
('4854', 'bottled beer')
('1076', 'brown bread')
('1504', 'root vegetables')
('1510', 'domestic eggs')
('1522', 'frozen meals')
('1522', 'dish cleaner')
('1625', 'frozen meals')
('1758', 'salt')
('1758', 'whole milk')
('2550', 'candy')
('2856', 'instant coffee')
('2856', 'sparkling wine')
('3227', 'whole milk')
('3402', 'roll products ')
('3402', 'soda')
('3456', 'margarine')
('3682', 'other vegetables')
('3682', 'margarine')
('3682', 'shopping bags')
('3682', 'processed cheese')
('3729', 'shopping bags')
('3729', 'other vegetables')
('4297', 'curd')
('4301', 'herbs')
('4301', 'other vegetables')
('4569', 'other vegetables')
('4569', 'bottled beer')
('4594', 'frozen vegetables')
('4853', 'other vegetables')
('4868', 'fruit/vegetable juice')
('4868', 'bottled water')
('1065', 'red/blush wine')
('1065', 'frozen fish')
('1101', 'brown bread')
('1101', 'sparkling wine')
('1410', 'waffles')
('1506', 'cat food')
('1506', 'pet care')
('1612', 'citrus fruit')
('1612', 'ice cream')
('1659', 'brown bread')
('1991', 'flour')
('3246', 'pastry')
('3338', 'pip fruit')
('3521', 'soda')
('3761', 'long life bakery product')
('4077', 'sauces')
('4124', 'rolls/buns')
('4216', 'butter milk')
('4252', 'ham')
('4254', 'domestic eggs')
('4407', 'soda')
('4614', 'sugar')
('1051', 'shopping bags')
('1152', 'soda')
('1421', 'beverages')
('1478', 'cream cheese ')
('1987', 'long life bakery product')
('2056', 'citrus fruit')
('2056', 'soda')
('2175', 'shopping bags')
('2187', 'domestic eggs')
('2553', 'bottled water')
('2885', 'long life bakery product')
('3034', 'bottled water')
('3034', 'pastry')
('3402', 'flour')
('3531', 'berries')
('3864', 'butter')
('3946', 'cake bar')
('4037', 'ice cream')
('4037', 'pasta')
('4134', 'other vegetables')
('4134', 'brown bread')
('4134', 'specialty bar')
('4540', 'frozen vegetables')
('4540', 'coffee')
('4659', 'pasta')
('4771', 'other vegetables')
('4883', 'UHT-milk')
('4883', 'whole milk')
('1192', 'brown bread')
('1353', 'cooking chocolate')
('1653', 'newspapers')
('2323', 'newspapers')
('2549', 'jam')
('2758', 'soft cheese')
('2758', 'long life bakery product')
('3087', 'white bread')
('3087', 'bottled water')
('3315', 'chewing gum')
('3315', 'yogurt')
('3561', 'citrus fruit')
('3854', 'coffee')
('4397', 'rolls/buns')
('4657', 'bottled beer')
('4657', 'red/blush wine')
('4729', 'shopping bags')
('4864', 'ice cream')
('4892', 'other vegetables')
('4892', 'herbs')
('1101', 'rolls/buns')
('1101', 'other vegetables')
('1101', 'whipped/sour cream')
('1123', 'pip fruit')
('1340', 'mustard')
('1415', 'domestic eggs')
('1584', 'pastry')
('1731', 'salt')
('1840', 'grapes')
('2331', 'bottled water')
('3138', 'hard cheese')
('3138', 'napkins')
('3201', 'bottled water')
('3246', 'napkins')
('3246', 'dessert')
('3561', 'other vegetables')
('3561', 'whole milk')
('4646', 'UHT-milk')
('4646', 'other vegetables')
('1174', 'root vegetables')
('1174', 'cling film/bags')
('1504', 'tropical fruit')
('1504', 'curd')
('1504', 'chocolate')
('1591', 'packaged fruit/vegetables')
('1591', 'oil')
('2066', 'specialty chocolate')
('2066', 'yogurt')
('2066', 'hard cheese')
('2066', 'pastry')
('2183', 'yogurt')
('2355', 'whole milk')
('2381', 'shopping bags')
('2535', 'sweet spreads')
('2611', 'frankfurter')
('2611', 'bottled water')
('3324', 'frozen potato products')
('3817', 'dessert')
('3817', 'pastry')
('3817', 'hard cheese')
('3817', 'candles')
('4046', 'root vegetables')
('4046', 'semi-finished bread')
('4193', 'bottled beer')
('4243', 'whipped/sour cream')
('4465', 'onions')
('4800', 'berries')
('4800', 'tea')
('4963', 'white wine')
('1023', 'whipped/sour cream')
('1023', 'specialty bar')
('2107', 'pip fruit')
('2107', 'newspapers')
('2210', 'curd')
('2210', 'beef')
('2785', 'chicken')
('2951', 'frozen vegetables')
('3038', 'rolls/buns')
('3737', 'pip fruit')
('3857', 'soda')
('3910', 'newspapers')
('3965', 'tropical fruit')
('3965', 'semi-finished bread')
('4190', 'cake bar')
('4505', 'onions')
('4505', 'domestic eggs')
('4803', 'canned beer')
('4881', 'citrus fruit')
('4881', 'butter')
('4959', 'root vegetables')
('4959', 'other vegetables')
('4966', 'soda')
('4966', 'margarine')
('1220', 'canned beer')
('1220', 'margarine')
('1220', 'chocolate')
('1422', 'salty snack')
('2127', 'pork')
('2127', 'pickled vegetables')
('2211', 'butter')
('2641', 'other vegetables')
('2768', 'meat')
('2768', 'pip fruit')
('2768', 'pot plants')
('2851', 'whole milk')
('2851', 'canned beer')
('2851', 'brown bread')
('3026', 'citrus fruit')
('3026', 'tropical fruit')
('3026', 'soda')
('3240', 'citrus fruit')
('3240', 'whole milk')
('3751', 'whipped/sour cream')
('3751', 'citrus fruit')
('3751', 'whole milk')
('3751', 'dishes')
('4104', 'soda')
('4439', 'butter')
('4439', 'tropical fruit')
('4537', 'ham')
('4537', 'brown bread')
('4616', 'canned beer')
('4616', 'hamburger meat')
('1164', 'sliced cheese')
('2612', 'pip fruit')
('2785', 'frozen meals')
('2942', 'brown bread')
('2942', 'whole milk')
('2944', 'sausage')
('2944', 'yogurt')
('2944', 'long life bakery product')
('3037', 'white bread')
('3337', 'liver loaf')
('3365', 'newspapers')
('3455', 'canned beer')
('3455', 'other vegetables')
('3495', 'pork')
('3495', 'oil')
('3841', 'ham')
('3841', 'other vegetables')
('3897', 'soda')
('3897', 'UHT-milk')
('4304', 'pip fruit')
('4369', 'yogurt')
('4406', 'domestic eggs')
('4406', 'artif. sweetener')
('4668', 'other vegetables')
('4986', 'whole milk')
('4986', 'other vegetables')
('1238', 'frankfurter')
('1293', 'whole milk')
('1408', 'root vegetables')
('1408', 'soda')
('1517', 'bottled beer')
('1623', 'citrus fruit')
('1696', 'newspapers')
('1696', 'chewing gum')
('2107', 'frankfurter')
('2297', 'brown bread')
('2297', 'shopping bags')
('2641', 'whole milk')
('2860', 'sausage')
('2860', 'light bulbs')
('2962', 'tropical fruit')
('3172', 'pickled vegetables')
('3172', 'dish cleaner')
('3289', 'soft cheese')
('3538', 'citrus fruit')
('3538', 'other vegetables')
('4344', 'soda')
('4661', 'rolls/buns')
('4661', 'organic products')
('4716', 'sausage')
('4761', 'beverages')
('4893', 'berries')
('4893', 'napkins')
('4916', 'coffee')
('4916', 'detergent')
('4924', 'beef')
('4924', 'whole milk')
('4992', 'frankfurter')
('4992', 'pip fruit')
('1144', 'whole milk')
('1155', 'sausage')
('1155', 'yogurt')
('1309', 'tropical fruit')
('1483', 'sausage')
('1567', 'chewing gum')
('1567', 'pot plants')
('1664', 'frankfurter')
('1835', 'root vegetables')
('2381', 'hamburger meat')
('2657', 'dessert')
('2657', 'bottled water')
('2914', 'UHT-milk')
('2914', 'rolls/buns')
('3200', 'specialty chocolate')
('3221', 'beef')
('3344', 'newspapers')
('3429', 'hard cheese')
('3429', 'coffee')
('3429', 'newspapers')
('3523', 'whole milk')
('3523', 'chocolate')
('3601', 'meat')
('3686', 'pip fruit')
('3686', 'coffee')
('3717', 'rolls/buns')
('3738', 'yogurt')
('3738', 'frozen vegetables')
('3852', 'citrus fruit')
('3886', 'soda')
('3949', 'other vegetables')
('4144', 'finished products')
('4180', 'specialty chocolate')
('4269', 'citrus fruit')
('4269', 'semi-finished bread')
('4269', 'dishes')
('1140', 'photo/film')
('1140', 'other vegetables')
('1140', 'curd')
('1827', 'meat')
('2255', 'oil')
('2661', 'bottled water')
('2690', 'white wine')
('3283', 'soda')
('3283', 'mayonnaise')
('3551', 'mayonnaise')
('3551', 'tropical fruit')
('3551', 'cereals')
('3934', 'newspapers')
('4116', 'detergent')
('4225', 'bottled beer')
('4301', 'hamburger meat')
('4301', 'whole milk')
('4301', 'soda')
('4447', 'rolls/buns')
('4447', 'butter')
('4460', 'meat')
('4460', 'sliced cheese')
('4585', 'other vegetables')
('4585', 'beef')
('4585', 'tropical fruit')
('4585', 'brown bread')
('4585', 'cat food')
('4820', 'rolls/buns')
('4820', 'chocolate')
('4820', 'soda')
('4855', 'liquor')
('4855', 'sweet spreads')
('4903', 'chicken')
('4903', 'fruit/vegetable juice')
('2380', 'pork')
('2659', 'rolls/buns')
('2659', 'brown bread')
('2735', 'yogurt')
('2777', 'herbs')
('2789', 'grapes')
('3553', 'ham')
('4273', 'frozen vegetables')
('4719', 'tropical fruit')
('4783', 'chewing gum')
('4895', 'tropical fruit')
('4895', 'specialty bar')
('1049', 'butter')
('1049', 'whole milk')
('1068', 'pork')
('1068', 'spread cheese')
('1232', 'grapes')
('1232', 'bottled water')
('1379', 'pip fruit')
('1587', 'hard cheese')
('1762', 'bottled beer')
('1827', 'yogurt')
('2186', 'other vegetables')
('2186', 'citrus fruit')
('2186', 'brown bread')
('2186', 'sugar')
('2270', 'whole milk')
('2270', 'misc. beverages')
('2270', 'specialty bar')
('2270', 'soda')
('2304', 'bottled water')
('2473', 'meat')
('2473', 'chewing gum')
('2632', 'pork')
('2632', 'coffee')
('2655', 'pork')
('3842', 'bottled water')
('4333', 'misc. beverages')
('4363', 'whole milk')
('4363', 'soda')
('4560', 'bottled beer')
('4560', 'other vegetables')
('4765', 'curd')
('1391', 'yogurt')
('1517', 'rolls/buns')
('1678', 'ham')
('1729', 'whole milk')
('1782', 'coffee')
('1782', 'napkins')
('1990', 'citrus fruit')
('1990', 'tropical fruit')
('2158', 'rolls/buns')
('2158', 'ham')
('2158', 'whole milk')
('2158', 'misc. beverages')
('2652', 'kitchen towels')
('3176', 'dish cleaner')
('3768', 'berries')
('3768', 'bottled water')
('3869', 'sausage')
('4049', 'chicken')
('4049', 'specialty chocolate')
('4688', 'sausage')
('4688', 'condensed milk')
('4688', 'white bread')
('4688', 'hard cheese')
('4688', 'frozen vegetables')
('4699', 'whole milk')
('4699', 'red/blush wine')
('4699', 'rolls/buns')
('4787', 'beef')
('4913', 'other vegetables')
('4913', 'brown bread')
('4982', 'pastry')
('1182', 'soft cheese')
('3078', 'other vegetables')
('3078', 'rolls/buns')
('3489', 'misc. beverages')
('3489', 'tropical fruit')
('3535', 'liquor (appetizer)')
('3677', 'turkey')
('1493', 'semi-finished bread')
('1493', 'spices')
('2097', 'shopping bags')
('2108', 'tropical fruit')
('2108', 'mayonnaise')
('2592', 'sausage')
('2622', 'canned fish')
('2813', 'whole milk')
('2813', 'female sanitary products')
('2813', 'soda')
('2816', 'fruit/vegetable juice')
('3433', 'root vegetables')
('3433', 'red/blush wine')
('3445', 'sausage')
('3778', 'pastry')
('3778', 'coffee')
('3857', 'tropical fruit')
('3950', 'tropical fruit')
